column,dtype,missing_count,missing_percent,non_null_count
CODE_GENDER,str,0,0.0,307511
DAYS_BIRTH,int64,0,0.0,307511
DAYS_EMPLOYED,int64,0,0.0,307511
DAYS_ID_PUBLISH,int64,0,0.0,307511
DAYS_REGISTRATION,float64,0,0.0,307511
FLAG_CONT_MOBILE,int64,0,0.0,307511
FLAG_DOCUMENT_10,int64,0,0.0,307511
FLAG_DOCUMENT_11,int64,0,0.0,307511
FLAG_DOCUMENT_12,int64,0,0.0,307511
FLAG_DOCUMENT_13,int64,0,0.0,307511
FLAG_DOCUMENT_14,int64,0,0.0,307511
FLAG_DOCUMENT_15,int64,0,0.0,307511
FLAG_DOCUMENT_16,int64,0,0.0,307511
FLAG_DOCUMENT_17,int64,0,0.0,307511
FLAG_DOCUMENT_18,int64,0,0.0,307511
FLAG_DOCUMENT_19,int64,0,0.0,307511
FLAG_DOCUMENT_2,int64,0,0.0,307511
FLAG_DOCUMENT_20,int64,0,0.0,307511
FLAG_DOCUMENT_21,int64,0,0.0,307511
FLAG_DOCUMENT_3,int64,0,0.0,307511
FLAG_DOCUMENT_4,int64,0,0.0,307511
FLAG_DOCUMENT_5,int64,0,0.0,307511
FLAG_DOCUMENT_6,int64,0,0.0,307511
FLAG_DOCUMENT_7,int64,0,0.0,307511
FLAG_DOCUMENT_8,int64,0,0.0,307511
FLAG_DOCUMENT_9,int64,0,0.0,307511
FLAG_EMAIL,int64,0,0.0,307511
FLAG_EMP_PHONE,int64,0,0.0,307511
FLAG_MOBIL,int64,0,0.0,307511
FLAG_OWN_CAR,str,0,0.0,307511
FLAG_OWN_REALTY,str,0,0.0,307511
FLAG_PHONE,int64,0,0.0,307511
FLAG_WORK_PHONE,int64,0,0.0,307511
HOUR_APPR_PROCESS_START,int64,0,0.0,307511
LIVE_CITY_NOT_WORK_CITY,int64,0,0.0,307511
LIVE_REGION_NOT_WORK_REGION,int64,0,0.0,307511
NAME_CONTRACT_TYPE,str,0,0.0,307511
NAME_EDUCATION_TYPE,str,0,0.0,307511
NAME_FAMILY_STATUS,str,0,0.0,307511
NAME_HOUSING_TYPE,str,0,0.0,307511
NAME_INCOME_TYPE,str,0,0.0,307511
ORGANIZATION_TYPE,str,0,0.0,307511
REGION_POPULATION_RELATIVE,float64,0,0.0,307511
REGION_RATING_CLIENT,int64,0,0.0,307511
REGION_RATING_CLIENT_W_CITY,int64,0,0.0,307511
REG_CITY_NOT_LIVE_CITY,int64,0,0.0,307511
REG_CITY_NOT_WORK_CITY,int64,0,0.0,307511
REG_REGION_NOT_LIVE_REGION,int64,0,0.0,307511
REG_REGION_NOT_WORK_REGION,int64,0,0.0,307511
SK_ID_CURR,int64,0,0.0,307511
TARGET,int64,0,0.0,307511
WEEKDAY_APPR_PROCESS_START,str,0,0.0,307511
